Algorithm,Experiment,VMid,RT,Cost,Power
HBB-LB,8,9,594.000,6.600,25.575
HBB-LB,8,10,264.000,6.600,38.362
HBB-LB,8,11,148.500,6.600,51.150
HBB-LB,8,12,2376.000,6.600,12.788
HBB-LB,8,13,594.000,6.600,25.575
HBB-LB,8,14,264.000,6.600,38.362
HBB-LB,8,15,148.500,6.600,51.150
HBB-LB,8,16,2376.000,6.600,12.788
HBB-LB,8,17,594.000,6.600,25.575
HBB-LB,8,18,264.000,6.600,38.362
HBB-LB,8,19,148.500,6.600,51.150
HBB-LB,8,20,2376.000,6.600,12.788
HBB-LB,8,21,594.000,6.600,25.575
HBB-LB,8,22,264.000,6.600,38.362
HBB-LB,8,23,148.500,6.600,51.150
HBB-LB,8,24,2376.000,6.600,12.788
HBB-LB,8,25,594.000,6.600,25.575
HBB-LB,8,28,2376.000,6.600,12.788
HBB-LB,8,26,264.000,6.600,38.362
HBB-LB,8,27,148.500,6.600,51.150
HBB-LB,8,29,594.000,6.600,25.575
HBB-LB,8,30,264.000,6.600,38.362
HBB-LB,8,31,148.500,6.600,51.150
HBB-LB,8,32,2376.000,6.600,12.788
HBB-LB,8,33,594.000,6.600,25.575
HBB-LB,8,34,264.000,6.600,38.362
HBB-LB,8,35,148.500,6.600,51.150
HBB-LB,8,36,2376.000,6.600,12.788
HBB-LB,8,37,594.000,6.600,25.575
HBB-LB,8,38,264.000,6.600,38.362
HBB-LB,8,39,148.500,6.600,51.150
HBB-LB,8,40,2376.000,6.600,12.788
HBB-LB,8,41,594.000,6.600,25.575
HBB-LB,8,42,264.000,6.600,38.362
HBB-LB,8,43,148.500,6.600,51.150
HBB-LB,8,44,2376.000,6.600,12.788
HBB-LB,8,45,594.000,6.600,25.575
HBB-LB,8,46,264.000,6.600,38.362
HBB-LB,8,47,148.500,6.600,51.150
HBB-LB,8,48,2376.000,6.600,12.788
HBB-LB,8,49,594.000,6.600,25.575
HBB-LB,9,0,2160.000,6.000,11.625
HBB-LB,9,1,540.000,6.000,23.250
HBB-LB,9,2,240.000,6.000,34.875
HBB-LB,9,3,135.000,6.000,46.500
HBB-LB,9,4,2160.000,6.000,11.625
HBB-LB,9,5,540.000,6.000,23.250
HBB-LB,9,6,240.000,6.000,34.875
HBB-LB,9,7,135.000,6.000,46.500
HBB-LB,9,8,2160.000,6.000,11.625
HBB-LB,9,9,540.000,6.000,23.250
HBB-LB,9,10,240.000,6.000,34.875
HBB-LB,9,11,135.000,6.000,46.500
HBB-LB,9,12,2160.000,6.000,11.625
HBB-LB,9,13,540.000,6.000,23.250
HBB-LB,9,14,240.000,6.000,34.875
HBB-LB,9,15,135.000,6.000,46.500
HBB-LB,9,16,2160.000,6.000,11.625
HBB-LB,9,17,540.000,6.000,23.250
HBB-LB,9,18,240.000,6.000,34.875
HBB-LB,9,19,135.000,6.000,46.500
HBB-LB,9,20,2160.000,6.000,11.625
HBB-LB,9,21,540.000,6.000,23.250
HBB-LB,9,22,240.000,6.000,34.875
HBB-LB,9,23,135.000,6.000,46.500
HBB-LB,9,24,2160.000,6.000,11.625
HBB-LB,9,25,540.000,6.000,23.250
HBB-LB,9,28,2160.000,6.000,11.625
HBB-LB,9,26,240.000,6.000,34.875
HBB-LB,9,27,135.000,6.000,46.500
HBB-LB,9,29,540.000,6.000,23.250
HBB-LB,9,30,240.000,6.000,34.875
HBB-LB,9,31,135.000,6.000,46.500
HBB-LB,9,32,2160.000,6.000,11.625
HBB-LB,9,33,540.000,6.000,23.250
HBB-LB,9,34,240.000,6.000,34.875
HBB-LB,9,35,135.000,6.000,46.500
HBB-LB,9,36,2160.000,6.000,11.625
HBB-LB,9,37,540.000,6.000,23.250
HBB-LB,9,38,240.000,6.000,34.875
HBB-LB,9,39,135.000,6.000,46.500
HBB-LB,9,40,2160.000,6.000,11.625
HBB-LB,9,41,540.000,6.000,23.250
HBB-LB,9,42,240.000,6.000,34.875
HBB-LB,9,43,135.000,6.000,46.500
HBB-LB,9,44,2160.000,6.000,11.625
HBB-LB,9,45,540.000,6.000,23.250
HBB-LB,9,46,240.000,6.000,34.875
HBB-LB,9,47,135.000,6.000,46.500
HBB-LB,9,48,2160.000,6.000,11.625
HBB-LB,9,49,540.000,6.000,23.250
HBB-LB,10,0,8424.000,23.400,45.337
HBB-LB,10,1,2106.000,23.400,90.675
HBB-LB,10,2,936.000,23.400,136.013
HBB-LB,10,3,526.500,23.400,181.350
HBB-LB,10,4,8424.000,23.400,45.337
HBB-LB,10,5,2106.000,23.400,90.675
HBB-LB,10,6,936.000,23.400,136.013
HBB-LB,10,7,526.500,23.400,181.350
HBB-LB,10,8,8424.000,23.400,45.337
HBB-LB,10,9,2106.000,23.400,90.675
HBB-LB,10,10,936.000,23.400,136.013
HBB-LB,10,11,526.500,23.400,181.350
HBB-LB,10,12,8424.000,23.400,45.337
HBB-LB,10,13,2106.000,23.400,90.675
HBB-LB,10,14,936.000,23.400,136.013
HBB-LB,10,15,526.500,23.400,181.350
HBB-LB,10,16,8424.000,23.400,45.337
HBB-LB,10,17,2106.000,23.400,90.675
HBB-LB,10,18,936.000,23.400,136.013
HBB-LB,10,19,526.500,23.400,181.350
HBB-LB,10,20,8424.000,23.400,45.337
HBB-LB,10,21,2106.000,23.400,90.675
HBB-LB,10,22,936.000,23.400,136.013
HBB-LB,10,23,526.500,23.400,181.350
HBB-LB,10,24,8424.000,23.400,45.337
HBB-LB,10,25,2106.000,23.400,90.675
HBB-LB,10,28,8424.000,23.400,45.337
HBB-LB,10,26,936.000,23.400,136.013
HBB-LB,10,27,526.500,23.400,181.350
HBB-LB,10,29,2106.000,23.400,90.675
HBB-LB,10,30,936.000,23.400,136.013
HBB-LB,10,31,526.500,23.400,181.350
HBB-LB,10,32,8424.000,23.400,45.337
HBB-LB,10,33,2106.000,23.400,90.675
HBB-LB,10,34,936.000,23.400,136.013
HBB-LB,10,35,526.500,23.400,181.350
HBB-LB,10,36,8424.000,23.400,45.337
HBB-LB,10,37,2106.000,23.400,90.675
HBB-LB,10,38,936.000,23.400,136.013
HBB-LB,10,39,526.500,23.400,181.350
HBB-LB,10,40,8424.000,23.400,45.337
HBB-LB,10,41,2106.000,23.400,90.675
HBB-LB,10,42,936.000,23.400,136.013
HBB-LB,10,43,526.500,23.400,181.350
HBB-LB,10,44,8424.000,23.400,45.337
HBB-LB,10,45,2106.000,23.400,90.675
HBB-LB,10,46,936.000,23.400,136.013
HBB-LB,10,47,526.500,23.400,181.350
HBB-LB,10,48,8424.000,23.400,45.337
HBB-LB,10,49,2106.000,23.400,90.675
HBB-LB,11,0,8208.000,22.800,44.175
HBB-LB,11,1,2052.000,22.800,88.350
HBB-LB,11,2,912.000,22.800,132.525
HBB-LB,11,3,513.000,22.800,176.700
HBB-LB,11,4,8208.000,22.800,44.175
HBB-LB,11,5,2052.000,22.800,88.350
HBB-LB,11,6,912.000,22.800,132.525
HBB-LB,11,7,513.000,22.800,176.700
HBB-LB,11,8,8208.000,22.800,44.175
HBB-LB,11,9,2052.000,22.800,88.350
HBB-LB,11,10,912.000,22.800,132.525
HBB-LB,11,11,513.000,22.800,176.700
HBB-LB,11,12,8208.000,22.800,44.175
HBB-LB,11,13,2052.000,22.800,88.350
HBB-LB,11,14,912.000,22.800,132.525
HBB-LB,11,15,513.000,22.800,176.700
HBB-LB,11,16,8208.000,22.800,44.175
HBB-LB,11,17,2052.000,22.800,88.350
HBB-LB,11,18,912.000,22.800,132.525
HBB-LB,11,19,513.000,22.800,176.700
HBB-LB,11,20,8208.000,22.800,44.175
HBB-LB,11,21,2052.000,22.800,88.350
HBB-LB,11,22,912.000,22.800,132.525
HBB-LB,11,23,513.000,22.800,176.700
HBB-LB,11,24,8208.000,22.800,44.175
HBB-LB,11,25,2052.000,22.800,88.350
HBB-LB,11,28,8208.000,22.800,44.175
HBB-LB,11,26,912.000,22.800,132.525
HBB-LB,11,27,513.000,22.800,176.700
HBB-LB,11,29,2052.000,22.800,88.350
HBB-LB,11,30,912.000,22.800,132.525
HBB-LB,11,31,513.000,22.800,176.700
HBB-LB,11,32,8208.000,22.800,44.175
HBB-LB,11,33,2052.000,22.800,88.350
HBB-LB,11,34,912.000,22.800,132.525
HBB-LB,11,35,513.000,22.800,176.700
HBB-LB,11,36,8208.000,22.800,44.175
HBB-LB,11,37,2052.000,22.800,88.350
HBB-LB,11,38,912.000,22.800,132.525
HBB-LB,11,39,513.000,22.800,176.700
HBB-LB,11,40,8208.000,22.800,44.175
HBB-LB,11,41,2052.000,22.800,88.350
HBB-LB,11,42,912.000,22.800,132.525
HBB-LB,11,43,513.000,22.800,176.700
HBB-LB,11,44,8208.000,22.800,44.175
HBB-LB,11,45,2052.000,22.800,88.350
HBB-LB,11,46,912.000,22.800,132.525
HBB-LB,11,47,513.000,22.800,176.700
HBB-LB,11,48,8208.000,22.800,44.175
HBB-LB,11,49,2052.000,22.800,88.350
HBB-LB,12,0,7992.000,22.200,43.012
HBB-LB,12,1,1998.000,22.200,86.025
HBB-LB,12,2,888.000,22.200,129.038
HBB-LB,12,3,499.500,22.200,172.050
HBB-LB,12,4,7992.000,22.200,43.012
HBB-LB,12,5,1998.000,22.200,86.025
HBB-LB,12,6,888.000,22.200,129.038
HBB-LB,12,7,499.500,22.200,172.050
HBB-LB,12,8,7992.000,22.200,43.012
HBB-LB,12,9,1998.000,22.200,86.025
HBB-LB,12,10,888.000,22.200,129.038
HBB-LB,12,11,499.500,22.200,172.050
HBB-LB,12,12,7992.000,22.200,43.012
HBB-LB,12,13,1998.000,22.200,86.025
HBB-LB,12,14,888.000,22.200,129.038
HBB-LB,12,15,499.500,22.200,172.050
HBB-LB,12,16,7992.000,22.200,43.012
HBB-LB,12,17,1998.000,22.200,86.025
HBB-LB,12,18,888.000,22.200,129.038
HBB-LB,12,19,499.500,22.200,172.050
HBB-LB,12,20,7992.000,22.200,43.012
HBB-LB,12,21,1998.000,22.200,86.025
HBB-LB,12,22,888.000,22.200,129.038
HBB-LB,12,23,499.500,22.200,172.050
HBB-LB,12,24,7992.000,22.200,43.012
HBB-LB,12,25,1998.000,22.200,86.025
HBB-LB,12,28,7992.000,22.200,43.012
HBB-LB,12,26,888.000,22.200,129.038
HBB-LB,12,27,499.500,22.200,172.050
HBB-LB,12,29,1998.000,22.200,86.025
HBB-LB,12,30,888.000,22.200,129.038
HBB-LB,12,31,499.500,22.200,172.050
HBB-LB,12,32,7992.000,22.200,43.012
HBB-LB,12,33,1998.000,22.200,86.025
HBB-LB,12,34,888.000,22.200,129.038
HBB-LB,12,35,499.500,22.200,172.050
HBB-LB,12,36,7992.000,22.200,43.012
HBB-LB,12,37,1998.000,22.200,86.025
HBB-LB,12,38,888.000,22.200,129.038
HBB-LB,12,39,499.500,22.200,172.050
HBB-LB,12,40,7992.000,22.200,43.012
HBB-LB,12,41,1998.000,22.200,86.025
HBB-LB,12,42,888.000,22.200,129.038
HBB-LB,12,43,499.500,22.200,172.050
HBB-LB,12,44,7992.000,22.200,43.012
HBB-LB,12,45,1998.000,22.200,86.025
HBB-LB,12,46,888.000,22.200,129.038
HBB-LB,12,47,499.500,22.200,172.050
HBB-LB,12,48,7992.000,22.200,43.012
HBB-LB,12,49,1998.000,22.200,86.025
HBB-LB,13,0,7776.000,21.600,41.850
HBB-LB,13,1,1944.000,21.600,83.700
HBB-LB,13,2,864.000,21.600,125.550
HBB-LB,13,3,486.000,21.600,167.400
HBB-LB,13,4,7776.000,21.600,41.850
HBB-LB,13,5,1944.000,21.600,83.700
HBB-LB,13,6,864.000,21.600,125.550
HBB-LB,13,7,486.000,21.600,167.400
HBB-LB,13,8,7776.000,21.600,41.850
HBB-LB,13,9,1944.000,21.600,83.700
HBB-LB,13,10,864.000,21.600,125.550
HBB-LB,13,11,486.000,21.600,167.400
HBB-LB,13,12,7776.000,21.600,41.850
HBB-LB,13,13,1944.000,21.600,83.700
HBB-LB,13,14,864.000,21.600,125.550
HBB-LB,13,15,486.000,21.600,167.400
HBB-LB,13,16,7776.000,21.600,41.850
HBB-LB,13,17,1944.000,21.600,83.700
HBB-LB,13,18,864.000,21.600,125.550
HBB-LB,13,19,486.000,21.600,167.400
HBB-LB,13,20,7776.000,21.600,41.850
HBB-LB,13,21,1944.000,21.600,83.700
HBB-LB,13,22,864.000,21.600,125.550
HBB-LB,13,23,486.000,21.600,167.400
HBB-LB,13,24,7776.000,21.600,41.850
HBB-LB,13,25,1944.000,21.600,83.700
HBB-LB,13,28,7776.000,21.600,41.850
HBB-LB,13,26,864.000,21.600,125.550
HBB-LB,13,27,486.000,21.600,167.400
HBB-LB,13,29,1944.000,21.600,83.700
HBB-LB,13,30,864.000,21.600,125.550
HBB-LB,13,31,486.000,21.600,167.400
HBB-LB,13,32,7776.000,21.600,41.850
HBB-LB,13,33,1944.000,21.600,83.700
HBB-LB,13,34,864.000,21.600,125.550
HBB-LB,13,35,486.000,21.600,167.400
HBB-LB,13,36,7776.000,21.600,41.850
HBB-LB,13,37,1944.000,21.600,83.700
HBB-LB,13,38,864.000,21.600,125.550
HBB-LB,13,39,486.000,21.600,167.400
HBB-LB,13,40,7776.000,21.600,41.850
HBB-LB,13,41,1944.000,21.600,83.700
HBB-LB,13,42,864.000,21.600,125.550
HBB-LB,13,43,486.000,21.600,167.400
HBB-LB,13,44,7776.000,21.600,41.850
HBB-LB,13,45,1944.000,21.600,83.700
HBB-LB,13,46,864.000,21.600,125.550
HBB-LB,13,47,486.000,21.600,167.400
HBB-LB,13,48,7776.000,21.600,41.850
HBB-LB,13,49,1944.000,21.600,83.700
HBB-LB,14,0,7560.000,21.000,40.687
HBB-LB,14,1,1890.000,21.000,81.375
HBB-LB,14,2,840.000,21.000,122.063
HBB-LB,14,3,472.500,21.000,162.750
HBB-LB,14,4,7560.000,21.000,40.687
HBB-LB,14,5,1890.000,21.000,81.375
HBB-LB,14,6,840.000,21.000,122.063
HBB-LB,14,7,472.500,21.000,162.750
HBB-LB,14,8,7560.000,21.000,40.687
HBB-LB,14,9,1890.000,21.000,81.375
HBB-LB,14,10,840.000,21.000,122.063
HBB-LB,14,11,472.500,21.000,162.750
HBB-LB,14,12,7560.000,21.000,40.687
HBB-LB,14,13,1890.000,21.000,81.375
HBB-LB,14,14,840.000,21.000,122.063
HBB-LB,14,15,472.500,21.000,162.750
HBB-LB,14,16,7560.000,21.000,40.687
HBB-LB,14,17,1890.000,21.000,81.375
HBB-LB,14,18,840.000,21.000,122.063
HBB-LB,14,19,472.500,21.000,162.750
HBB-LB,14,20,7560.000,21.000,40.687
HBB-LB,14,21,1890.000,21.000,81.375
HBB-LB,14,22,840.000,21.000,122.063
HBB-LB,14,23,472.500,21.000,162.750
HBB-LB,14,24,7560.000,21.000,40.687
HBB-LB,14,25,1890.000,21.000,81.375
HBB-LB,14,28,7560.000,21.000,40.687
HBB-LB,14,26,840.000,21.000,122.063
HBB-LB,14,27,472.500,21.000,162.750
HBB-LB,14,29,1890.000,21.000,81.375
HBB-LB,14,30,840.000,21.000,122.063
HBB-LB,14,31,472.500,21.000,162.750
HBB-LB,14,32,7560.000,21.000,40.687
HBB-LB,14,33,1890.000,21.000,81.375
HBB-LB,14,34,840.000,21.000,122.063
HBB-LB,14,35,472.500,21.000,162.750
HBB-LB,14,36,7560.000,21.000,40.687
HBB-LB,14,37,1890.000,21.000,81.375
HBB-LB,14,38,840.000,21.000,122.063
HBB-LB,14,39,472.500,21.000,162.750
HBB-LB,14,40,7560.000,21.000,40.687
HBB-LB,14,41,1890.000,21.000,81.375
HBB-LB,14,42,840.000,21.000,122.063
HBB-LB,14,43,472.500,21.000,162.750
HBB-LB,14,44,7560.000,21.000,40.687
HBB-LB,14,45,1890.000,21.000,81.375
HBB-LB,14,46,840.000,21.000,122.063
HBB-LB,14,47,472.500,21.000,162.750
HBB-LB,14,48,7560.000,21.000,40.687
HBB-LB,14,49,1890.000,21.000,81.375
HBB-LB,15,0,7344.000,20.400,39.525
HBB-LB,15,1,1836.000,20.400,79.050
HBB-LB,15,2,816.000,20.400,118.575
HBB-LB,15,3,459.000,20.400,158.100
HBB-LB,15,4,7344.000,20.400,39.525
HBB-LB,15,5,1836.000,20.400,79.050
HBB-LB,15,6,816.000,20.400,118.575
HBB-LB,15,7,459.000,20.400,158.100
HBB-LB,15,8,7344.000,20.400,39.525
HBB-LB,15,9,1836.000,20.400,79.050
HBB-LB,15,10,816.000,20.400,118.575
HBB-LB,15,11,459.000,20.400,158.100
HBB-LB,15,12,7344.000,20.400,39.525
HBB-LB,15,13,1836.000,20.400,79.050
HBB-LB,15,14,816.000,20.400,118.575
HBB-LB,15,15,459.000,20.400,158.100
HBB-LB,15,16,7344.000,20.400,39.525
HBB-LB,15,17,1836.000,20.400,79.050
HBB-LB,15,18,816.000,20.400,118.575
HBB-LB,15,19,459.000,20.400,158.100
HBB-LB,15,20,7344.000,20.400,39.525
HBB-LB,15,21,1836.000,20.400,79.050
HBB-LB,15,22,816.000,20.400,118.575
HBB-LB,15,23,459.000,20.400,158.100
HBB-LB,15,24,7344.000,20.400,39.525
HBB-LB,15,25,1836.000,20.400,79.050
HBB-LB,15,28,7344.000,20.400,39.525
HBB-LB,15,26,816.000,20.400,118.575
HBB-LB,15,27,459.000,20.400,158.100
HBB-LB,15,29,1836.000,20.400,79.050
HBB-LB,15,30,816.000,20.400,118.575
HBB-LB,15,31,459.000,20.400,158.100
HBB-LB,15,32,7344.000,20.400,39.525
HBB-LB,15,33,1836.000,20.400,79.050
HBB-LB,15,34,816.000,20.400,118.575
HBB-LB,15,35,459.000,20.400,158.100
HBB-LB,15,36,7344.000,20.400,39.525
HBB-LB,15,37,1836.000,20.400,79.050
HBB-LB,15,38,816.000,20.400,118.575
HBB-LB,15,39,459.000,20.400,158.100
HBB-LB,15,40,7344.000,20.400,39.525
HBB-LB,15,41,1836.000,20.400,79.050
HBB-LB,15,42,816.000,20.400,118.575
HBB-LB,15,43,459.000,20.400,158.100
HBB-LB,15,44,7344.000,20.400,39.525
HBB-LB,15,45,1836.000,20.400,79.050
HBB-LB,15,46,816.000,20.400,118.575
HBB-LB,15,47,459.000,20.400,158.100
HBB-LB,15,48,7344.000,20.400,39.525
HBB-LB,15,49,1836.000,20.400,79.050
HBB-LB,16,0,7128.000,19.800,38.363
HBB-LB,16,1,1782.000,19.800,76.725
HBB-LB,16,2,792.000,19.800,115.088
HBB-LB,16,3,445.500,19.800,153.450
HBB-LB,16,4,7128.000,19.800,38.363
HBB-LB,16,5,1782.000,19.800,76.725
HBB-LB,16,6,792.000,19.800,115.088
HBB-LB,16,7,445.500,19.800,153.450
HBB-LB,16,8,7128.000,19.800,38.363
HBB-LB,16,9,1782.000,19.800,76.725
HBB-LB,16,10,792.000,19.800,115.088
HBB-LB,16,11,445.500,19.800,153.450
HBB-LB,16,12,7128.000,19.800,38.363
HBB-LB,16,13,1782.000,19.800,76.725
HBB-LB,16,14,792.000,19.800,115.088
HBB-LB,16,15,445.500,19.800,153.450
HBB-LB,16,16,7128.000,19.800,38.363
HBB-LB,16,17,1782.000,19.800,76.725
HBB-LB,16,18,792.000,19.800,115.088
HBB-LB,16,19,445.500,19.800,153.450
HBB-LB,16,20,7128.000,19.800,38.363
HBB-LB,16,21,1782.000,19.800,76.725
HBB-LB,16,22,792.000,19.800,115.088
HBB-LB,16,23,445.500,19.800,153.450
HBB-LB,16,24,7128.000,19.800,38.363
HBB-LB,16,25,1782.000,19.800,76.725
HBB-LB,16,28,7128.000,19.800,38.363
HBB-LB,16,26,792.000,19.800,115.088
HBB-LB,16,27,445.500,19.800,153.450
HBB-LB,16,29,1782.000,19.800,76.725
HBB-LB,16,30,792.000,19.800,115.088
HBB-LB,16,31,445.500,19.800,153.450
HBB-LB,16,32,7128.000,19.800,38.363
HBB-LB,16,33,1782.000,19.800,76.725
HBB-LB,16,34,792.000,19.800,115.088
HBB-LB,16,35,445.500,19.800,153.450
HBB-LB,16,36,7128.000,19.800,38.363
HBB-LB,16,37,1782.000,19.800,76.725
HBB-LB,16,38,792.000,19.800,115.088
HBB-LB,16,39,445.500,19.800,153.450
HBB-LB,16,40,7128.000,19.800,38.363
HBB-LB,16,41,1782.000,19.800,76.725
HBB-LB,16,42,792.000,19.800,115.088
HBB-LB,16,43,445.500,19.800,153.450
HBB-LB,16,44,7128.000,19.800,38.363
HBB-LB,16,45,1782.000,19.800,76.725
HBB-LB,16,46,792.000,19.800,115.088
HBB-LB,16,47,445.500,19.800,153.450
HBB-LB,16,48,7128.000,19.800,38.363
HBB-LB,16,49,1782.000,19.800,76.725
HBB-LB,17,0,6912.000,19.200,37.200
HBB-LB,17,1,1728.000,19.200,74.400
HBB-LB,17,2,768.000,19.200,111.600
HBB-LB,17,3,432.000,19.200,148.800
HBB-LB,17,4,6912.000,19.200,37.200
HBB-LB,17,5,1728.000,19.200,74.400
HBB-LB,17,6,768.000,19.200,111.600
HBB-LB,17,7,432.000,19.200,148.800
HBB-LB,17,8,6912.000,19.200,37.200
HBB-LB,17,9,1728.000,19.200,74.400
HBB-LB,17,10,768.000,19.200,111.600
HBB-LB,17,11,432.000,19.200,148.800
HBB-LB,17,12,6912.000,19.200,37.200
HBB-LB,17,13,1728.000,19.200,74.400
HBB-LB,17,14,768.000,19.200,111.600
HBB-LB,17,15,432.000,19.200,148.800
HBB-LB,17,16,6912.000,19.200,37.200
HBB-LB,17,17,1728.000,19.200,74.400
HBB-LB,17,18,768.000,19.200,111.600
HBB-LB,17,19,432.000,19.200,148.800
HBB-LB,17,20,6912.000,19.200,37.200
HBB-LB,17,21,1728.000,19.200,74.400
HBB-LB,17,22,768.000,19.200,111.600
HBB-LB,17,23,432.000,19.200,148.800
HBB-LB,17,24,6912.000,19.200,37.200
HBB-LB,17,25,1728.000,19.200,74.400
HBB-LB,17,28,6912.000,19.200,37.200
HBB-LB,17,26,768.000,19.200,111.600
HBB-LB,17,27,432.000,19.200,148.800
HBB-LB,17,29,1728.000,19.200,74.400
HBB-LB,17,30,768.000,19.200,111.600
HBB-LB,17,31,432.000,19.200,148.800
HBB-LB,17,32,6912.000,19.200,37.200
HBB-LB,17,33,1728.000,19.200,74.400
HBB-LB,17,34,768.000,19.200,111.600
HBB-LB,17,35,432.000,19.200,148.800
HBB-LB,17,36,6912.000,19.200,37.200
HBB-LB,17,37,1728.000,19.200,74.400
HBB-LB,17,38,768.000,19.200,111.600
HBB-LB,17,39,432.000,19.200,148.800
HBB-LB,17,40,6912.000,19.200,37.200
HBB-LB,17,41,1728.000,19.200,74.400
HBB-LB,17,42,768.000,19.200,111.600
HBB-LB,17,43,432.000,19.200,148.800
HBB-LB,17,44,6912.000,19.200,37.200
HBB-LB,17,45,1728.000,19.200,74.400
HBB-LB,17,46,768.000,19.200,111.600
HBB-LB,17,47,432.000,19.200,148.800
HBB-LB,17,48,6912.000,19.200,37.200
HBB-LB,17,49,1728.000,19.200,74.400
HBB-LB,18,0,6696.000,18.600,36.038
HBB-LB,18,1,1674.000,18.600,72.075
HBB-LB,18,2,744.000,18.600,108.113
HBB-LB,18,3,418.500,18.600,144.150
HBB-LB,18,4,6696.000,18.600,36.038
HBB-LB,18,5,1674.000,18.600,72.075
HBB-LB,18,6,744.000,18.600,108.113
HBB-LB,18,7,418.500,18.600,144.150
HBB-LB,18,8,6696.000,18.600,36.038
HBB-LB,18,9,1674.000,18.600,72.075
HBB-LB,18,10,744.000,18.600,108.113
HBB-LB,18,11,418.500,18.600,144.150
HBB-LB,18,12,6696.000,18.600,36.038
HBB-LB,18,13,1674.000,18.600,72.075
HBB-LB,18,14,744.000,18.600,108.113
HBB-LB,18,15,418.500,18.600,144.150
HBB-LB,18,16,6696.000,18.600,36.038
HBB-LB,18,17,1674.000,18.600,72.075
HBB-LB,18,18,744.000,18.600,108.113
HBB-LB,18,19,418.500,18.600,144.150
HBB-LB,18,20,6696.000,18.600,36.038
HBB-LB,18,21,1674.000,18.600,72.075
HBB-LB,18,22,744.000,18.600,108.113
HBB-LB,18,23,418.500,18.600,144.150
HBB-LB,18,24,6696.000,18.600,36.038
HBB-LB,18,25,1674.000,18.600,72.075
HBB-LB,18,28,6696.000,18.600,36.038
HBB-LB,18,26,744.000,18.600,108.113
HBB-LB,18,27,418.500,18.600,144.150
HBB-LB,18,29,1674.000,18.600,72.075
HBB-LB,18,30,744.000,18.600,108.113
HBB-LB,18,31,418.500,18.600,144.150
HBB-LB,18,32,6696.000,18.600,36.038
HBB-LB,18,33,1674.000,18.600,72.075
HBB-LB,18,34,744.000,18.600,108.113
HBB-LB,18,35,418.500,18.600,144.150
HBB-LB,18,36,6696.000,18.600,36.038
HBB-LB,18,37,1674.000,18.600,72.075
HBB-LB,18,38,744.000,18.600,108.113
HBB-LB,18,39,418.500,18.600,144.150
HBB-LB,18,40,6696.000,18.600,36.038
HBB-LB,18,41,1674.000,18.600,72.075
HBB-LB,18,42,744.000,18.600,108.113
HBB-LB,18,43,418.500,18.600,144.150
HBB-LB,18,44,6696.000,18.600,36.038
HBB-LB,18,45,1674.000,18.600,72.075
HBB-LB,18,46,744.000,18.600,108.113
HBB-LB,18,47,418.500,18.600,144.150
HBB-LB,18,48,6696.000,18.600,36.038
HBB-LB,18,49,1674.000,18.600,72.075
HBB-LB,19,0,6480.000,18.000,34.875
HBB-LB,19,1,1620.000,18.000,69.750
HBB-LB,19,2,720.000,18.000,104.625
HBB-LB,19,3,405.000,18.000,139.500
HBB-LB,19,4,6480.000,18.000,34.875
HBB-LB,19,5,1620.000,18.000,69.750
HBB-LB,19,6,720.000,18.000,104.625
HBB-LB,19,7,405.000,18.000,139.500
HBB-LB,19,8,6480.000,18.000,34.875
HBB-LB,19,9,1620.000,18.000,69.750
HBB-LB,19,10,720.000,18.000,104.625
HBB-LB,19,11,405.000,18.000,139.500
HBB-LB,19,12,6480.000,18.000,34.875
HBB-LB,19,13,1620.000,18.000,69.750
HBB-LB,19,14,720.000,18.000,104.625
HBB-LB,19,15,405.000,18.000,139.500
HBB-LB,19,16,6480.000,18.000,34.875
HBB-LB,19,17,1620.000,18.000,69.750
HBB-LB,19,18,720.000,18.000,104.625
HBB-LB,19,19,405.000,18.000,139.500
HBB-LB,19,20,6480.000,18.000,34.875
HBB-LB,19,21,1620.000,18.000,69.750
HBB-LB,19,22,720.000,18.000,104.625
HBB-LB,19,23,405.000,18.000,139.500
HBB-LB,19,24,6480.000,18.000,34.875
HBB-LB,19,25,1620.000,18.000,69.750
HBB-LB,19,28,6480.000,18.000,34.875
HBB-LB,19,26,720.000,18.000,104.625
HBB-LB,19,27,405.000,18.000,139.500
HBB-LB,19,29,1620.000,18.000,69.750
HBB-LB,19,30,720.000,18.000,104.625
HBB-LB,19,31,405.000,18.000,139.500
HBB-LB,19,32,6480.000,18.000,34.875
HBB-LB,19,33,1620.000,18.000,69.750
HBB-LB,19,34,720.000,18.000,104.625
HBB-LB,19,35,405.000,18.000,139.500
HBB-LB,19,36,6480.000,18.000,34.875
HBB-LB,19,37,1620.000,18.000,69.750
HBB-LB,19,38,720.000,18.000,104.625
HBB-LB,19,39,405.000,18.000,139.500
HBB-LB,19,40,6480.000,18.000,34.875
HBB-LB,19,41,1620.000,18.000,69.750
HBB-LB,19,42,720.000,18.000,104.625
HBB-LB,19,43,405.000,18.000,139.500
HBB-LB,19,44,6480.000,18.000,34.875
HBB-LB,19,45,1620.000,18.000,69.750
HBB-LB,19,46,720.000,18.000,104.625
HBB-LB,19,47,405.000,18.000,139.500
HBB-LB,19,48,6480.000,18.000,34.875
HBB-LB,19,49,1620.000,18.000,69.750
HBB-LB,20,0,12744.000,35.400,68.587
HBB-LB,20,1,3186.000,35.400,137.175
HBB-LB,20,2,1416.000,35.400,205.763
HBB-LB,20,3,796.500,35.400,274.350
